op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
10.0077,0.2513,100,489.05,605.63,1512.09,1334.06,10.52,15.5,392.45,2319.09,8775.45,1.26,45.86,370.69,2388.38,8118.75,8.7399,0.03,372,2319,100,28.41,17.0354
25.0019,0.6217,60,462.54,537.28,1263.4,1054.28,7.05,9.03,175.25,1915.16,8008.39,0.94,37.15,164.43,2028.02,7862.47,11.0088,0.02,308,1915,84.93,14.14,8.4722
20.0054,0.7016,100,491.19,608.32,1490.83,1269.29,9.35,13.66,334.18,2324.09,8720.28,1.07,45.03,314.13,2388.16,8041.92,9.2894,0.03,368,2324,100,24.15,14.5703
24.9989,0.62,60,462.54,536.9,1268.53,1065.07,7.05,9.03,174.93,1915.17,8006.44,0.94,37.08,164.62,2028.03,7863,10.9864,0.02,310,1915,84.93,14.15,8.5538
0.0017,0,100,518.67,643.22,1598.96,1422.71,14.62,21.61,551.14,2388.25,9049.66,1.3,48.2,519.63,2388.27,8125.74,8.5216,0.03,396,2388,100,38.51,23.1404
0.0007,0,100,518.67,643.08,1607.37,1420.76,14.62,21.61,551.53,2388.23,9048.3,1.3,48.09,519.65,2388.27,8124.06,8.5047,0.03,397,2388,100,38.54,23.0542
42.0043,0.8408,100,445,550.45,1364.06,1143.74,3.91,5.72,137.33,2211.52,8310.55,1.02,42.5,130.36,2387.6,8064.84,9.4732,0.02,334,2212,100,10.51,6.2614
42.0059,0.8416,100,445,550.34,1369.64,1144.55,3.91,5.71,137.57,2211.55,8315.21,1.02,42.56,130.13,2387.63,8074.05,9.4463,0.02,333,2212,100,10.53,6.2257
20.007,0.7,100,491.19,608.17,1495.48,1268.16,9.35,13.66,333.38,2324.04,8712.52,1.08,45.07,313.79,2388.22,8046.04,9.3375,0.03,367,2324,100,24.32,14.6077
24.9994,0.6218,60,462.54,537.49,1270.34,1064.29,7.05,9.03,175.2,1915.1,8008.79,0.94,37.15,164.05,2028.02,7870.35,11.0016,0.02,308,1915,84.93,14.28,8.4739
35.0019,0.8409,100,449.44,556.28,1377.65,1148.96,5.48,8,193.61,2222.74,8344.65,1.02,42.6,181.88,2387.77,8048.91,9.4169,0.02,337,2223,100,14.66,8.7446
0.0023,0,100,518.67,643.95,1602.98,1429.57,14.62,21.61,551.23,2388.25,9045.27,1.3,48.16,519.84,2388.27,8122.44,8.5242,0.03,396,2388,100,38.4,23.1079
25.003,0.62,60,462.54,536.88,1268.01,1067.09,7.05,9.03,175.59,1915.13,8012.28,0.94,37.27,163.83,2027.98,7865.18,10.979,0.02,309,1915,84.93,14.24,8.4254
41.9984,0.8414,100,445,550.64,1363.76,1145.72,3.91,5.72,138.03,2211.49,8315.86,1.02,42.61,130.81,2387.48,8069.84,9.4607,0.02,333,2212,100,10.37,6.2727
0.0013,0.0001,100,518.67,643.5,1602.12,1430.34,14.62,21.61,550.97,2388.28,9048.56,1.3,48.31,520.08,2388.33,8120.43,8.4998,0.03,395,2388,100,38.48,23.0767
-0.0005,0,100,518.67,643.4,1596.09,1417.09,14.62,21.61,553.25,2388.1,9062.72,1.3,47.4,521.18,2388.1,8144.53,8.4125,0.03,396,2388,100,38.74,23.2145
0.0022,-0.0002,100,518.67,642.79,1595.37,1409.75,14.62,21.61,553.86,2388.15,9069.74,1.3,47.59,521.87,2388.1,8140.32,8.4537,0.03,394,2388,100,38.48,23.3691
0.001,-0.0005,100,518.67,642.96,1600.76,1414.3,14.62,21.61,553.15,2388.1,9076.83,1.3,47.66,520.44,2388.16,8148.55,8.4585,0.03,395,2388,100,38.62,23.2971
-0.0001,0.0003,100,518.67,643.08,1594.41,1410.44,14.62,21.61,553.82,2388.1,9075.01,1.3,47.48,521.72,2388.17,8143.37,8.4826,0.03,394,2388,100,38.77,23.2552
-0.001,0.0001,100,518.67,643.15,1592.34,1413.93,14.62,21.61,552.91,2388.09,9073.36,1.3,47.71,521.12,2388.13,8145.47,8.452,0.03,396,2388,100,38.78,23.2587
-0.0005,-0.0005,100,518.67,643.05,1598.63,1412.84,14.62,21.61,552.51,2388.09,9073.12,1.3,47.68,520.9,2388.17,8147.66,8.4812,0.03,395,2388,100,38.69,23.2542
0.0013,0.0003,100,518.67,643.11,1590.05,1411.59,14.62,21.61,552.96,2388.12,9078.31,1.3,47.69,521.07,2388.09,8150.74,8.4773,0.03,395,2388,100,38.8,23.305
0.0016,0.0004,100,518.67,642.91,1595.39,1408.71,14.62,21.61,552.92,2388.1,9072.07,1.3,47.77,521.45,2388.06,8148.88,8.4384,0.03,395,2388,100,38.72,23.1711
-0.0023,-0.0002,100,518.67,642.57,1594.15,1417.71,14.62,21.61,552.48,2388.1,9084.82,1.3,47.77,520.94,2388.07,8148.3,8.4613,0.03,395,2388,100,38.7,23.1944
0.0004,0,100,518.67,643.05,1590.21,1413.93,14.62,21.61,553.19,2388.1,9080.71,1.3,47.59,521.17,2388.1,8151.63,8.4684,0.03,395,2388,100,38.9,23.3175
0.003,-0.0002,100,518.67,643.22,1595.31,1411.34,14.62,21.61,552.57,2388.13,9082.44,1.3,47.77,521.38,2388.15,8157.63,8.4555,0.03,395,2388,100,38.75,23.2239
-0.0035,0.0002,100,518.67,643.28,1595.93,1415.74,14.62,21.61,552.81,2388.16,9082.78,1.3,47.71,520.89,2388.14,8153.18,8.4547,0.03,393,2388,100,38.64,23.3031
-0.0012,0,100,518.67,643.15,1593.79,1415.73,14.62,21.61,553.01,2388.17,9081.54,1.3,47.55,521.02,2388.18,8155.88,8.4664,0.03,396,2388,100,38.78,23.1271
-0.0044,-0.0002,100,518.67,643.27,1599.51,1416.66,14.62,21.61,552.51,2388.12,9093.07,1.3,47.89,520.99,2388.14,8154.85,8.4883,0.03,394,2388,100,38.77,23.1878
0.0003,0.0003,100,518.67,642.83,1596.71,1418.45,14.62,21.61,552.78,2388.14,9085.16,1.3,47.7,520.87,2388.11,8154.99,8.4626,0.03,393,2388,100,38.62,23.251
0.0026,0,100,518.67,642.92,1597.02,1420.8,14.62,21.61,552.69,2388.14,9082.22,1.3,47.73,520.9,2388.14,8159.24,8.4841,0.03,394,2388,100,38.6,23.1405
-0.0042,0.0004,100,518.67,642.99,1602.27,1417.56,14.62,21.61,553.41,2388.14,9091.26,1.3,47.68,520.93,2388.15,8163.28,8.4448,0.03,395,2388,100,38.5,23.1875
0.0013,-0.0005,100,518.67,643.32,1592.31,1416.39,14.62,21.61,553.56,2388.08,9088.08,1.3,47.8,520.52,2388.13,8160.58,8.4797,0.03,394,2388,100,38.82,23.166
-0.0023,-0.0002,100,518.67,643.28,1597.24,1412.87,14.62,21.61,552.75,2388.18,9090.08,1.3,47.97,520.56,2388.1,8165.27,8.4704,0.03,395,2388,100,38.82,23.104
0.0029,-0.0003,100,518.67,642.61,1602.34,1421.32,14.62,21.61,553.04,2388.17,9090.27,1.3,47.78,520.6,2388.17,8161.98,8.4864,0.03,393,2388,100,38.67,23.1682
0.0017,-0.0002,100,518.67,643.38,1597.85,1417.11,14.62,21.61,552.28,2388.19,9091.53,1.3,47.83,520.13,2388.16,8161.66,8.4724,0.03,394,2388,100,38.65,23.1637
-0.0019,0.0001,100,518.67,643.49,1600.36,1424.95,14.62,21.61,551.63,2388.12,9097.79,1.3,47.79,520.98,2388.08,8162.4,8.4949,0.03,395,2388,100,38.68,23.1561
-0.0018,-0.0002,100,518.67,643.04,1594.6,1409.74,14.62,21.61,552.5,2388.14,9093.32,1.3,47.65,520.99,2388.11,8165.52,8.5081,0.03,395,2388,100,38.59,23.1632
0.0026,-0.0001,100,518.67,643.53,1596.51,1417.04,14.62,21.61,552.06,2388.12,9092.53,1.3,47.86,520.5,2388.17,8162.3,8.4614,0.03,395,2388,100,38.81,23.2021
0.0005,-0.0005,100,518.67,643.15,1599.4,1421.59,14.62,21.61,552.6,2388.15,9101.85,1.3,47.78,520.41,2388.14,8165.93,8.4925,0.03,396,2388,100,38.77,23.2455
0.0027,0.0002,100,518.67,642.77,1594.51,1415.8,14.62,21.61,552.79,2388.08,9097.25,1.3,47.82,520.94,2388.13,8166.02,8.467,0.03,394,2388,100,38.65,23.2713
-0.0012,-0.0004,100,518.67,643.46,1589.85,1422.28,14.62,21.61,551.98,2388.14,9094.79,1.3,47.94,520.69,2388.13,8167.68,8.4614,0.03,394,2388,100,38.45,23.284
0.003,-0.0004,100,518.67,643.3,1593.68,1418.69,14.62,21.61,552.22,2388.08,9100.17,1.3,47.75,521.02,2388.1,8173.26,8.4924,0.03,395,2388,100,38.67,23.2392
0.0022,-0.0002,100,518.67,643.12,1594.4,1420.66,14.62,21.61,552.42,2388.11,9107.42,1.3,47.84,520.8,2388.16,8171.54,8.493,0.03,396,2388,100,38.59,23.1812
-0.0041,0.0002,100,518.67,642.78,1598.93,1417.05,14.62,21.61,552.31,2388.15,9102.41,1.3,47.95,519.76,2388.15,8177.65,8.4779,0.03,396,2388,100,38.6,23.1198
0.0037,-0.0001,100,518.67,643.02,1599.9,1418.66,14.62,21.61,552.86,2388.14,9099.71,1.3,47.97,520.33,2388.08,8174.78,8.5229,0.03,396,2388,100,38.61,23.2164
-0.0005,-0.0004,100,518.67,643.65,1600.89,1428.37,14.62,21.61,552.01,2388.14,9113.6,1.3,48.03,521,2388.16,8183.09,8.5374,0.03,395,2388,100,38.54,23.2352
-0.0017,0,100,518.67,643.38,1596.71,1429.86,14.62,21.61,552.52,2388.12,9109.94,1.3,47.99,520.26,2388.15,8181.81,8.5132,0.03,394,2388,100,38.54,23.1479
-0.0021,-0.0004,100,518.67,642.82,1594.28,1422.69,14.62,21.61,551.8,2388.14,9114.7,1.3,47.85,520.29,2388.16,8180.57,8.4559,0.03,395,2388,100,38.58,23.1051
0.0013,-0.0005,100,518.67,643.44,1597.64,1434.42,14.62,21.61,552.58,2388.19,9110.76,1.3,48.14,520.04,2388.14,8177.62,8.5086,0.03,396,2388,100,38.62,23.0852
0.0026,-0.0001,100,518.67,643.2,1597.26,1425.65,14.62,21.61,552.19,2388.21,9115.98,1.3,47.9,519.81,2388.13,8189.56,8.4688,0.03,396,2388,100,38.54,23.0469
-0.0003,0.0001,100,518.67,644.09,1594.07,1414.47,14.62,21.61,552.18,2388.16,9120.27,1.3,47.99,519.79,2388.15,8185.08,8.4847,0.03,395,2388,100,38.39,23.1978
0.0006,-0.0003,100,518.67,643.57,1599.18,1422.86,14.62,21.61,551.75,2388.2,9115.64,1.3,48,520.11,2388.15,8183.26,8.4764,0.03,396,2388,100,38.42,23.1537
-0.0006,0.0003,100,518.67,643.25,1599.81,1429.65,14.62,21.61,552.26,2388.15,9123.6,1.3,48.03,519.88,2388.18,8187.96,8.5242,0.03,396,2388,100,38.24,23.1283
-0.0012,-0.0005,100,518.67,643.76,1596.99,1426.75,14.62,21.61,552.31,2388.14,9120.88,1.3,47.88,519.4,2388.14,8191.46,8.5024,0.03,395,2388,100,38.56,23.0921
0.0012,0.0002,100,518.67,643.2,1605.47,1429.32,14.62,21.61,551.73,2388.16,9118.62,1.3,47.87,520.57,2388.2,8193.05,8.4685,0.03,395,2388,100,38.54,23.1886
0.0025,0.0001,100,518.67,643.96,1595.95,1421.18,14.62,21.61,551.95,2388.17,9125.73,1.3,48.06,520.35,2388.16,8193.57,8.5209,0.03,396,2388,100,38.52,23.157
-0.0013,-0.0005,100,518.67,643.63,1604.87,1428.46,14.62,21.61,551.89,2388.21,9114.93,1.3,47.91,520.03,2388.17,8192.33,8.5087,0.03,395,2388,100,38.49,23.0089
-0.0002,-0.0005,100,518.67,643.75,1606.99,1423.65,14.62,21.61,552.11,2388.19,9133.52,1.3,48.09,520.16,2388.17,8202.32,8.4969,0.03,397,2388,100,38.62,23.0983
0.0038,-0.0004,100,518.67,643.68,1598.38,1434.22,14.62,21.61,551.65,2388.16,9137.26,1.3,47.99,520.17,2388.17,8201.37,8.5542,0.03,396,2388,100,38.55,23.1506
-0.0013,-0.0005,100,518.67,643.75,1609.36,1427.43,14.62,21.61,552.14,2388.18,9132.83,1.3,48.18,519.55,2388.23,8197.32,8.5253,0.03,395,2388,100,38.4,23.0177
-0.0005,0.0004,100,518.67,643.55,1612.3,1434.13,14.62,21.61,551.37,2388.15,9135.05,1.3,48.1,519.76,2388.18,8208.27,8.5301,0.03,396,2388,100,38.51,23.0847
9.9989,0.2501,100,489.05,605.39,1499.56,1314.62,10.52,15.49,394.39,2318.99,8786.13,1.26,45.59,371.13,2388.19,8123.66,8.6838,0.03,370,2319,100,28.62,17.0762
42.0021,0.84,100,445,549.87,1357.81,1124.33,3.91,5.72,138.28,2211.88,8326.65,1.02,42.13,130.27,2387.95,8086.54,9.3918,0.02,332,2212,100,10.51,6.3528
19.9991,0.7,100,491.19,607.8,1491.03,1261.48,9.35,13.66,334.59,2324.05,8728.84,1.08,44.82,314.75,2388.2,8059.31,9.2642,0.03,368,2324,100,24.35,14.6467
42.0046,0.84,100,445,549.86,1361.35,1128.85,3.91,5.72,138.58,2211.87,8329.5,1.02,42.42,130.05,2387.96,8082.36,9.3985,0.02,332,2212,100,10.5,6.3949
42.007,0.84,100,445,550.14,1353.97,1130.3,3.91,5.71,137.48,2211.96,8333.22,1.02,42.3,130.69,2388,8087.3,9.4318,0.02,333,2212,100,10.76,6.3035
24.9986,0.62,60,462.54,537.22,1270.8,1059.83,7.05,9.03,175.56,1915.38,8020.84,0.94,36.95,164.42,2028.29,7881.62,10.9463,0.02,308,1915,84.93,14.22,8.4698
9.9983,0.25,100,489.05,605.72,1508.71,1316.98,10.52,15.5,393.72,2319.03,8790.99,1.26,45.73,370.37,2388.25,8133.28,8.6869,0.03,371,2319,100,28.57,17.0204
42.0024,0.8401,100,445,550.09,1364.74,1127.35,3.91,5.72,138.13,2211.96,8319.84,1.02,42.4,130.37,2387.99,8089.43,9.4088,0.02,332,2212,100,10.69,6.3985
0.0025,0.002,100,518.67,642.87,1597.61,1425.78,14.62,21.61,552.49,2388.17,9069.93,1.3,47.78,520.34,2388.16,8142.6,8.4381,0.03,395,2388,100,38.68,23.3167
42.0027,0.84,100,445,550.98,1360.24,1131.68,3.91,5.72,138.29,2211.95,8320,1.02,42.36,130.56,2387.96,8091.14,9.4487,0.02,332,2212,100,10.57,6.336
10.0061,0.2516,100,489.05,605.56,1501.88,1316.96,10.52,15.5,394.2,2319.05,8786.96,1.26,45.72,370.4,2388.32,8133.92,8.6952,0.03,371,2319,100,28.43,17.0869
41.9989,0.84,100,445,550.43,1356.33,1139.12,3.91,5.72,138.31,2211.96,8332.42,1.02,42.61,130.24,2387.99,8090.81,9.4377,0.02,333,2212,100,10.52,6.3409
10.0005,0.25,100,489.05,605.47,1508.92,1325.48,10.52,15.5,393.31,2319.1,8790.78,1.26,45.8,371.29,2388.3,8135.62,8.7001,0.03,371,2319,100,28.37,16.9288
20.0011,0.7001,100,491.19,608.4,1488.87,1260.07,9.35,13.66,334.37,2324.13,8732.82,1.07,44.88,314.3,2388.26,8063.03,9.2908,0.02,367,2324,100,24.4,14.6363
20.0015,0.7,100,491.19,608.23,1492.48,1256.19,9.35,13.66,333.8,2324.08,8732.54,1.07,44.89,314.22,2388.32,8060.91,9.2784,0.03,367,2324,100,24.23,14.5331
20.0075,0.7,100,491.19,608.53,1491.93,1261.3,9.35,13.66,333.09,2324.05,8738.14,1.07,44.82,314.61,2388.22,8067.07,9.2542,0.03,368,2324,100,24.39,14.536
35.0077,0.84,100,449.44,556.36,1373.92,1138.15,5.48,8,193.5,2223.04,8365.94,1.02,42.37,182.51,2388.19,8072.22,9.3747,0.02,337,2223,100,14.53,8.9164
20.0078,0.7018,100,491.19,608.43,1491.35,1259.36,9.35,13.66,333.85,2324.14,8732.84,1.07,44.85,314.26,2388.31,8068.43,9.2849,0.03,366,2324,100,24.39,14.6121
25.0018,0.6203,60,462.54,537.38,1266.2,1061.74,7.05,9.03,174.88,1915.46,8020.05,0.94,37.02,164.13,2028.36,7877.7,10.9526,0.02,309,1915,84.93,14.19,8.5398
20.006,0.7012,100,491.19,608.88,1495.61,1266.98,9.35,13.66,334.24,2324.16,8735.59,1.08,44.88,314,2388.26,8062.79,9.2879,0.03,368,2324,100,24.23,14.5444
41.998,0.8406,100,445,550.25,1360.51,1142.63,3.91,5.71,137.45,2212.02,8340.21,1.02,42.57,130.21,2388.1,8093.6,9.4298,0.02,332,2212,100,10.55,6.4327
25.008,0.6216,60,462.54,537.02,1266.74,1062.58,7.05,9.03,174.74,1915.45,8024.41,0.94,37.21,164.27,2028.34,7886.81,10.9526,0.02,309,1915,84.93,14.22,8.3859
42.0049,0.84,100,445,550.24,1362.86,1139.51,3.91,5.72,138.14,2211.95,8331,1.02,42.42,130.26,2388.03,8092.4,9.4329,0.02,332,2212,100,10.43,6.2509
41.9994,0.84,100,445,550.3,1358.7,1138.22,3.91,5.72,138.01,2211.99,8326.77,1.02,42.53,130.34,2387.98,8094.18,9.4639,0.02,333,2212,100,10.23,6.2923
0.0025,0.0018,100,518.67,643.42,1590.07,1429.6,14.62,21.61,551.43,2388.2,9068.24,1.3,47.76,520.4,2388.21,8141.66,8.4786,0.03,395,2388,100,38.61,23.0881
10.0017,0.2509,100,489.05,605.65,1515.51,1318.8,10.52,15.5,392.99,2319.1,8796.47,1.26,45.83,370.68,2388.3,8133.42,8.7287,0.03,372,2319,100,28.29,17.0577
25.0051,0.62,60,462.54,537.4,1266.64,1070.45,7.05,9.03,174.73,1915.49,8016.45,0.94,37.25,163.97,2028.36,7880.14,11.0093,0.02,310,1915,84.93,14.19,8.3842
42.0068,0.8404,100,445,550.43,1362.14,1144.11,3.91,5.72,137.62,2211.9,8339.98,1.02,42.71,129.92,2388.13,8097.61,9.4228,0.02,334,2212,100,10.57,6.4119
10.0054,0.25,100,489.05,605.47,1512.63,1324.6,10.52,15.5,393.09,2319.16,8789.85,1.26,45.78,370.48,2388.35,8138.73,8.7317,0.03,374,2319,100,28.34,16.972
0.0027,0.0009,100,518.67,643.59,1597.47,1425.74,14.62,21.61,551.8,2388.23,9072.35,1.3,48.06,519.78,2388.21,8145.92,8.5291,0.03,396,2388,100,38.46,23.1027
20.0076,0.7,100,491.19,608.68,1492.38,1272.46,9.35,13.66,333.86,2324.21,8736.24,1.07,44.82,313.92,2388.28,8067.28,9.2834,0.03,368,2324,100,24.43,14.5679
24.9995,0.6206,60,462.54,537.33,1277.62,1066.1,7.05,9.03,175.01,1915.49,8017.58,0.94,37.3,164.33,2028.41,7882.84,10.9865,0.02,311,1915,84.93,14.18,8.403
42.0025,0.8403,100,445,549.9,1363.51,1139.07,3.91,5.71,138.93,2212.04,8334.91,1.02,42.6,130.53,2388.16,8091.21,9.4505,0.02,333,2212,100,10.43,6.3129
0.0022,0,100,518.67,643.62,1601.95,1432.93,14.62,21.61,551.03,2388.25,9068.69,1.3,48.14,519.51,2388.29,8144.84,8.5105,0.03,396,2388,100,38.56,22.9703
42.006,0.8413,100,445,550.49,1361.47,1145.54,3.91,5.72,138.06,2212.03,8336.74,1.02,42.74,130.15,2388.06,8100.44,9.4495,0.02,334,2212,100,10.61,6.2782
20.0059,0.7019,100,491.19,608.67,1498.13,1271.31,9.35,13.66,333.67,2324.21,8749.02,1.07,44.99,314.29,2388.31,8069.45,9.3182,0.03,367,2324,100,24.21,14.5717
42.0073,0.8411,100,445,549.96,1365.69,1148.28,3.91,5.72,138.37,2212.02,8341.83,1.02,42.75,130.21,2388.06,8089.9,9.4593,0.02,333,2212,100,10.45,6.3582
24.9986,0.6209,60,462.54,536.78,1275.51,1066.73,7.05,9.03,175.15,1915.49,8028.13,0.94,37.13,163.51,2028.45,7886.36,11.0467,0.02,310,1915,84.93,14.23,8.4719
42.0053,0.8409,100,445,550.4,1369.9,1141.92,3.91,5.72,138.52,2211.96,8341.16,1.02,42.74,129.82,2388.08,8089.88,9.443,0.02,333,2212,100,10.47,6.3206
9.9985,0.2511,100,489.05,605.71,1517.97,1322.4,10.52,15.5,393.28,2319.17,8794.24,1.26,46.01,370.74,2388.39,8137.22,8.7337,0.03,374,2319,100,28.38,16.9482
10.0028,0.25,100,489.05,605.81,1504.26,1330.53,10.52,15.5,392.55,2319.25,8791.9,1.26,46.07,369.93,2388.44,8139.45,8.7307,0.03,373,2319,100,28.34,17.008
0.0008,0.0001,100,518.67,642.77,1592.21,1417.91,14.62,21.61,553.31,2388.04,9078.47,1.3,47.79,521.41,2388.07,8153.2,8.4198,0.03,396,2388,100,38.86,23.3167
0.0005,0.0003,100,518.67,642.72,1595.94,1417.08,14.62,21.61,553.21,2388.01,9097.65,1.3,47.61,521.18,2388.09,8168.06,8.4524,0.03,394,2388,100,38.84,23.1458
-0.0008,0.0004,100,518.67,642.58,1595.24,1414.42,14.62,21.61,553.21,2388.09,9094.94,1.3,47.76,520.79,2388.03,8165.4,8.4816,0.03,394,2388,100,38.89,23.2122
0.0013,0.0003,100,518.67,643.25,1594.25,1410.11,14.62,21.61,552.94,2388.09,9097.14,1.3,47.65,521.43,2388.07,8171.6,8.4765,0.03,395,2388,100,38.66,23.3152
0.0038,0.0002,100,518.67,642.87,1596.48,1407.58,14.62,21.61,553,2388.04,9105.93,1.3,47.76,521.02,2388.08,8174.36,8.4262,0.03,395,2388,100,38.7,23.3318
0.0022,0.0001,100,518.67,643.05,1591.94,1406.1,14.62,21.61,552.85,2388.11,9109.24,1.3,47.84,520.72,2388.07,8172.07,8.4545,0.03,395,2388,100,38.74,23.2332
0.0027,0,100,518.67,642.8,1597.71,1413.68,14.62,21.61,553.49,2388.09,9112.83,1.3,47.6,521.41,2388.05,8184.87,8.43,0.03,394,2388,100,38.66,23.277
-0.003,-0.0004,100,518.67,643,1593.74,1420.79,14.62,21.61,553.11,2388.12,9114.81,1.3,47.63,520.95,2388.11,8184.25,8.46,0.03,393,2388,100,38.6,23.3178
-0.0004,0.0005,100,518.67,643.24,1597.66,1412.93,14.62,21.61,553.83,2388.07,9108.85,1.3,47.7,520.75,2388.11,8185.01,8.4473,0.03,393,2388,100,38.71,23.2558
0,0.0004,100,518.67,643.02,1590.53,1413.51,14.62,21.61,552.28,2388.08,9116.28,1.3,47.64,521.19,2388.11,8184.82,8.4741,0.03,397,2388,100,38.72,23.1832
-0.0028,0.0004,100,518.67,642.91,1589.2,1419.09,14.62,21.61,553.87,2388.1,9127.02,1.3,47.63,520.91,2388.05,8190.55,8.4931,0.03,394,2388,100,38.52,23.3013
-0.0041,-0.0002,100,518.67,643.32,1596.69,1417.32,14.62,21.61,552.17,2388.13,9119.48,1.3,47.92,520.94,2388.09,8188.26,8.4594,0.03,395,2388,100,38.53,23.1648
-0.0029,-0.0002,100,518.67,643.2,1588.21,1411.81,14.62,21.61,552.75,2388.09,9124.06,1.3,47.91,520.75,2388.14,8189.67,8.4816,0.03,394,2388,100,38.76,23.1351
0.0037,0.0003,100,518.67,643.38,1598.42,1413.9,14.62,21.61,552.16,2388.08,9125.58,1.3,47.56,521.46,2388.1,8189.3,8.4613,0.03,394,2388,100,38.71,23.2052
-0.0043,-0.0003,100,518.67,642.83,1595.07,1410.18,14.62,21.61,552.22,2388.15,9127.24,1.3,47.82,520.54,2388.08,8195.14,8.4633,0.03,395,2388,100,38.73,23.1746
-0.0006,0,100,518.67,642.97,1596.98,1410.22,14.62,21.61,552.3,2388.09,9130.81,1.3,47.91,521.24,2388.13,8198.35,8.4678,0.03,395,2388,100,38.72,23.1656
-0.0028,0.0002,100,518.67,642.86,1594.46,1416.01,14.62,21.61,552.58,2388.06,9124.84,1.3,47.83,521.13,2388.12,8194.73,8.4806,0.03,396,2388,100,38.62,23.2878
0.0011,0.0001,100,518.67,643.25,1592.7,1419.62,14.62,21.61,552.91,2388.05,9136.79,1.3,47.8,521.24,2388.15,8200.08,8.4926,0.03,398,2388,100,38.63,23.1847
0.0023,0.0002,100,518.67,643.6,1595.73,1412.94,14.62,21.61,552.45,2388.12,9138.79,1.3,47.8,520.77,2388.15,8202.15,8.492,0.03,396,2388,100,38.68,23.2325
0.002,-0.0003,100,518.67,643.69,1594.79,1416.71,14.62,21.61,552.21,2388.14,9133.85,1.3,47.74,520.85,2388.12,8204.3,8.49,0.03,396,2388,100,38.66,23.2471
0.0015,-0.0002,100,518.67,643.28,1597.1,1417.89,14.62,21.61,552.65,2388.14,9129.92,1.3,47.88,520.72,2388.06,8208.53,8.5017,0.03,395,2388,100,38.66,23.0502
-0.0033,0,100,518.67,642.87,1598.3,1422.56,14.62,21.61,552.08,2388.12,9142.07,1.3,47.61,520.53,2388.1,8208.18,8.4829,0.03,396,2388,100,38.66,23.1664
0.0021,-0.0003,100,518.67,643.09,1600.79,1423.58,14.62,21.61,552.74,2388.08,9150.69,1.3,47.85,520.61,2388.1,8212.15,8.4928,0.03,395,2388,100,38.52,23.2417
0.0027,0.0004,100,518.67,643.17,1598.28,1419.52,14.62,21.61,552.39,2388.1,9143.78,1.3,47.95,520.47,2388.14,8221.41,8.4826,0.03,396,2388,100,38.73,23.1571
0.0033,0.0003,100,518.67,643.36,1601.11,1427.72,14.62,21.61,552.62,2388.12,9149.82,1.3,47.83,520.61,2388.11,8219.43,8.4822,0.03,395,2388,100,38.81,23.1426
0.0034,-0.0001,100,518.67,643.15,1603.1,1424.69,14.62,21.61,552.77,2388.14,9155.26,1.3,47.99,520.82,2388.12,8219.59,8.5026,0.03,396,2388,100,38.5,23.1635
0.0006,0.0003,100,518.67,643.38,1606.48,1431.78,14.62,21.61,551.71,2388.17,9164.28,1.3,47.86,520.28,2388.11,8221.61,8.4992,0.03,394,2388,100,38.67,23.1181
0.0014,0,100,518.67,643.6,1604.11,1424.1,14.62,21.61,552.19,2388.18,9156.61,1.3,48,520.52,2388.15,8223.02,8.5289,0.03,397,2388,100,38.55,23.0599
0.0001,-0.0002,100,518.67,643.58,1610.29,1425.23,14.62,21.61,551.7,2388.15,9163.18,1.3,47.95,520.33,2388.15,8228.25,8.4966,0.03,398,2388,100,38.36,23.1739
0.0004,-0.0002,100,518.67,643.34,1597.16,1413.99,14.62,21.61,551.82,2388.11,9168.97,1.3,47.95,520.24,2388.16,8230.94,8.4821,0.03,396,2388,100,38.57,23.1169
0.0007,0,100,518.67,643.42,1603.95,1429.48,14.62,21.61,551.77,2388.12,9166.16,1.3,47.96,520.55,2388.17,8229.71,8.5069,0.03,395,2388,100,38.29,23.0709
0.0034,0.0002,100,518.67,644.5,1602.97,1426.55,14.62,21.61,551.6,2388.12,9175.69,1.3,48.08,520.17,2388.12,8239.91,8.5034,0.03,399,2388,100,38.47,23.0511
-0.001,0.0003,100,518.67,643.44,1608.22,1426.27,14.62,21.61,552.01,2388.12,9174.67,1.3,48.04,520.07,2388.14,8242.61,8.5011,0.03,395,2388,100,38.39,23.0651
-0.0031,0.0005,100,518.67,643.27,1607.57,1429.22,14.62,21.61,551.91,2388.1,9184.41,1.3,48.19,520.12,2388.12,8246.77,8.5254,0.03,396,2388,100,38.47,23.118
-0.0003,-0.0001,100,518.67,643.45,1608.24,1427.17,14.62,21.61,551.9,2388.13,9187.57,1.3,48.21,520.26,2388.16,8241.99,8.4873,0.03,396,2388,100,38.55,23.1353
-0.0005,0.0005,100,518.67,643.69,1603.04,1422.74,14.62,21.61,552.02,2388.14,9203.22,1.3,48.08,519.6,2388.12,8253.53,8.5283,0.03,396,2388,100,38.49,23.0135
0.0006,0.0001,100,518.67,643.48,1602.23,1434.12,14.62,21.61,551.81,2388.16,9192.89,1.3,48.15,520.12,2388.17,8251.11,8.5462,0.03,398,2388,100,38.45,23.071
